rosbagTimestamp,transforms,-,header,seq,secs,nsecs,frame_id,child_frame_id,transform,translation,x,y,z,rotation,x,y,z,w
1.61642732247807E+018,,,0,,1616427322,404303463,"""rgb_camera_link""","""obj-10""",,,0.167225399608,-0.0533544365955,0.884989381106,,-0.624776037429,0.727003454317,-0.220980682374,-0.179689784024
1.61642732247809E+018,,,0,,1616427322,404303463,"""rgb_camera_link""","""obj-3""",,,-0.0549638250692,-0.0199361384922,0.867842216065,,-0.608704318503,0.744556917682,-0.217839903469,-0.166312433162
1.61642732247809E+018,,,0,,1616427322,404303463,"""rgb_camera_link""","""obj-4""",,,-0.0983619453426,-0.183958541524,0.967768829192,,-0.646214614012,0.709548577124,-0.214878775798,-0.181037568064
1.61642732247809E+018,,,0,,1616427322,404303463,"""rgb_camera_link""","""obj-12""",,,-0.0223401206222,0.118712775829,0.773202134866,,-0.595116747145,0.755255360962,-0.191282183894,-0.197069843282
1.61642732251522E+018,,,0,,1616427322,437652333,"""rgb_camera_link""","""obj-10""",,,0.167104076895,-0.0533523470221,0.884265085383,,-0.624186084926,0.727097038874,-0.222247685213,-0.179798759346
1.61642732251524E+018,,,0,,1616427322,437652333,"""rgb_camera_link""","""obj-4""",,,-0.0983592399857,-0.183918677941,0.967593289112,,-0.645917300186,0.709796554339,-0.215134270067,-0.180822948242
1.61642732251529E+018,,,0,,1616427322,437652333,"""rgb_camera_link""","""obj-3""",,,-0.054931817376,-0.019917250957,0.867678988312,,-0.608343674346,0.744925781642,-0.217794081625,-0.166040030527
1.61642732251531E+018,,,0,,1616427322,437652333,"""rgb_camera_link""","""obj-12""",,,-0.022328010143,0.11871828864,0.773303309424,,-0.595390815531,0.754916115371,-0.192349646131,-0.196502033493
1.6164273225487E+018,,,0,,1616427322,470985940,"""rgb_camera_link""","""obj-10""",,,0.167088999024,-0.0533523630166,0.884335641205,,-0.62436417934,0.727241578224,-0.222030817097,-0.17886132818
1.61642732254871E+018,,,0,,1616427322,470985940,"""rgb_camera_link""","""obj-4""",,,-0.0982839954601,-0.183811840667,0.967028071442,,-0.646340411147,0.709360541934,-0.214808255433,-0.181408676372
1.61642732254872E+018,,,0,,1616427322,470985940,"""rgb_camera_link""","""obj-3""",,,-0.0549851771484,-0.0199506045991,0.868149365682,,-0.608533407369,0.744832388968,-0.217126283292,-0.166637275436
1.61642732254872E+018,,,0,,1616427322,470985940,"""rgb_camera_link""","""obj-12""",,,-0.0223288081665,0.118641893755,0.772821209655,,-0.59508580848,0.754866083898,-0.191955212317,-0.197998162592
1.61642732258177E+018,,,0,,1616427322,504339387,"""rgb_camera_link""","""obj-4""",,,-0.0983588844967,-0.18395613683,0.967665484639,,-0.646086180036,0.70967144148,-0.215035727133,-0.180827899316
1.61642732258178E+018,,,0,,1616427322,504339387,"""rgb_camera_link""","""obj-3""",,,-0.0549241088132,-0.019927871792,0.867407052579,,-0.608238916909,0.744802846522,-0.218344728078,-0.166251975898
1.61642732258181E+018,,,0,,1616427322,504339387,"""rgb_camera_link""","""obj-10""",,,0.166962643044,-0.0532887502148,0.883788751389,,-0.624573735957,0.726753091496,-0.223014056475,-0.178891930975
1.61642732258182E+018,,,0,,1616427322,504339387,"""rgb_camera_link""","""obj-12""",,,-0.0223201531298,0.118679630329,0.772976877349,,-0.595313876803,0.754864247924,-0.19300632463,-0.196290381694
1.61642732261588E+018,,,0,,1616427322,537671683,"""rgb_camera_link""","""obj-3""",,,-0.0549325734304,-0.0198720895264,0.867329188518,,-0.608305629767,0.745222878706,-0.21733855203,-0.165442061301
1.6164273226159E+018,,,0,,1616427322,537671683,"""rgb_camera_link""","""obj-4""",,,-0.0983289804083,-0.183894382363,0.967355192664,,-0.646002360645,0.709810718991,-0.215406682913,-0.180137875536
1.61642732261595E+018,,,0,,1616427322,537671683,"""rgb_camera_link""","""obj-12""",,,-0.0223251422471,0.118689131892,0.773228402231,,-0.595444848603,0.754827931194,-0.19186089711,-0.197153804737
1.61642732261595E+018,,,0,,1616427322,537671683,"""rgb_camera_link""","""obj-10""",,,0.167159524942,-0.0533476227483,0.884624629541,,-0.624682715341,0.726920221901,-0.221620220492,-0.179563286936
1.6164273226488E+018,,,0,,1616427322,571013444,"""rgb_camera_link""","""obj-4""",,,-0.0983841364865,-0.183989588453,0.967956953161,,-0.646203574018,0.709472092091,-0.215097896317,-0.181116499717
1.61642732264881E+018,,,0,,1616427322,571013444,"""rgb_camera_link""","""obj-10""",,,0.167104447564,-0.0533356817291,0.884259935154,,-0.62436977402,0.726992189371,-0.22168909882,-0.180273917551
1.61642732264882E+018,,,0,,1616427322,571013444,"""rgb_camera_link""","""obj-3""",,,-0.0549540479987,-0.0199186422076,0.867973716537,,-0.608400437766,0.744871734995,-0.218016583033,-0.16578231285
1.61642732264887E+018,,,0,,1616427322,571013444,"""rgb_camera_link""","""obj-12""",,,-0.0223212034116,0.118710915565,0.773297489902,,-0.595226988242,0.755094326363,-0.192036005381,-0.196620353472
1.61642732268017E+018,,,0,,1616427322,604358646,"""rgb_camera_link""","""obj-10""",,,0.167043543812,-0.0533359723327,0.884183261274,,-0.624313481112,0.727057312027,-0.222641157936,-0.179028648885
1.61642732268018E+018,,,0,,1616427322,604358646,"""rgb_camera_link""","""obj-4""",,,-0.0983593369046,-0.183938486455,0.967723312463,,-0.645949596201,0.70989249985,-0.214877136647,-0.180636579825
