rosbagTimestamp,transforms,-,header,seq,secs,nsecs,frame_id,child_frame_id,transform,translation,x,y,z,rotation,x,y,z,w
1.61642674820626E+018,,,0,,1616426748,117829744,"""rgb_camera_link""","""obj-7""",,,0.0462523474101,-0.231634906103,0.998096241342,,-0.453304417011,0.848165266968,-0.243576031568,-0.12570402648
1.61642674820628E+018,,,0,,1616426748,117829744,"""rgb_camera_link""","""obj-3""",,,-0.234389368674,-0.045923663091,0.873077306281,,0.088871290216,0.953732731618,-0.283574333355,0.0456220108872
1.61642674820629E+018,,,0,,1616426748,117829744,"""rgb_camera_link""","""obj-4""",,,-0.178895032946,-0.214355316456,0.987091105762,,0.0169917458526,0.95840525201,-0.283547132605,0.0277790763653
1.61642674820629E+018,,,0,,1616426748,117829744,"""rgb_camera_link""","""obj-10""",,,0.139404267202,-0.000150817280775,0.852351799251,,-0.258325767332,0.921741134598,-0.280782010772,-0.0694445184906
1.61642674820629E+018,,,0,,1616426748,117829744,"""rgb_camera_link""","""obj-12""",,,-0.000337422543807,0.186986423025,0.731550335106,,-0.363351057007,0.901865744171,-0.199386268005,-0.121898748942
1.61642674824117E+018,,,0,,1616426748,151196444,"""rgb_camera_link""","""obj-10""",,,0.139395323965,-0.000157164625751,0.85242799573,,-0.258046452574,0.921840754521,-0.281040712373,-0.0681011718487
1.61642674824119E+018,,,0,,1616426748,151196444,"""rgb_camera_link""","""obj-7""",,,0.0462804832752,-0.231647939825,0.998367810383,,-0.453285272955,0.848118617994,-0.24353849371,-0.126159713124
1.61642674824119E+018,,,0,,1616426748,151196444,"""rgb_camera_link""","""obj-4""",,,-0.17870829242,-0.214104051234,0.986035848791,,0.0173162861499,0.95875336041,-0.282729191999,0.0235869482675
1.6164267482412E+018,,,0,,1616426748,151196444,"""rgb_camera_link""","""obj-3""",,,-0.234323527321,-0.045871408292,0.872916090587,,0.0890768635503,0.95348285526,-0.284357812983,0.0455674368467
1.61642674824121E+018,,,0,,1616426748,151196444,"""rgb_camera_link""","""obj-12""",,,-0.000332401419461,0.187126059035,0.732026392482,,-0.363481494309,0.901985949481,-0.19877314045,-0.121621498386
1.61642674827638E+018,,,0,,1616426748,184542666,"""rgb_camera_link""","""obj-4""",,,-0.178699530474,-0.21417101677,0.986169268576,,0.016445222366,0.958479654214,-0.283445597587,0.0265499590716
1.61642674827639E+018,,,0,,1616426748,184542666,"""rgb_camera_link""","""obj-10""",,,0.139292887675,-0.000167119551438,0.851965911332,,-0.257943824687,0.92153798909,-0.281697975586,-0.0698496136077
1.61642674827639E+018,,,0,,1616426748,184542666,"""rgb_camera_link""","""obj-7""",,,0.0462828689267,-0.231875284914,0.999371413341,,-0.452984818879,0.848509556289,-0.243210546748,-0.125239437486
1.6164267482764E+018,,,0,,1616426748,184542666,"""rgb_camera_link""","""obj-3""",,,-0.234372485711,-0.045889856611,0.873094788276,,0.0885722871617,0.953385199127,-0.284885873281,0.0452951568812
1.61642674827641E+018,,,0,,1616426748,184542666,"""rgb_camera_link""","""obj-12""",,,-0.000313868323468,0.187089153063,0.731945456246,,-0.363531566673,0.902106148933,-0.199270119868,-0.119752726136
1.6164267483107E+018,,,0,,1616426748,217904900,"""rgb_camera_link""","""obj-3""",,,-0.234282243386,-0.04588801177,0.872727973442,,0.088972916709,0.953654668494,-0.284009109444,0.0443330475499
1.61642674831071E+018,,,0,,1616426748,217904900,"""rgb_camera_link""","""obj-7""",,,0.0463051190361,-0.23190214786,0.999263019815,,-0.453027575154,0.848552104333,-0.242916253186,-0.125367604748
1.61642674831072E+018,,,0,,1616426748,217904900,"""rgb_camera_link""","""obj-10""",,,0.13934900478,-0.000168970370791,0.852179543778,,-0.25796276748,0.921561548727,-0.281465704137,-0.0704029821599
1.61642674831072E+018,,,0,,1616426748,217904900,"""rgb_camera_link""","""obj-4""",,,-0.178771173281,-0.214257719658,0.986541927904,,0.016314430261,0.958356116612,-0.283754317433,0.0277647340313
1.61642674831072E+018,,,0,,1616426748,217904900,"""rgb_camera_link""","""obj-12""",,,-0.000320319681781,0.187037364731,0.731832325765,,-0.363277548409,0.901600181725,-0.201372569377,-0.120812348036
